utt_id,wav,emotion,raw_emotion,speaker,session,start,end,dur,valence,arousal,dominance,transcript
Ses01M_impro03_M019,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M019.wav,happy,exc,Ses01M,1,117.98,121.76,3.78,3.5,3.0,2.5,What should we do?  Where should we get married? We should have party.
Ses01M_impro03_M020,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M020.wav,happy,exc,Ses01M,1,121.83,125.14,3.31,3.5,3.0,3.5,"Yeah, like a big like- A wedding on the beach, that would be nice."
Ses01M_impro03_M021,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M021.wav,neutral,neu,Ses01M,1,125.32,134.0075,8.688,3.5,3.0,3.5,And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.
Ses01M_impro03_M022,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M022.wav,happy,exc,Ses01M,1,135.66,145.44,9.78,3.5,4.5,4.0,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.
Ses01M_impro03_M023,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M023.wav,happy,exc,Ses01M,1,145.97,150.51,4.54,4.5,3.5,3.5,I'm going to marry a blue blood. [LAUGHTER]
Ses01M_impro03_M024,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M024.wav,happy,exc,Ses01M,1,150.58,152.04,1.46,4.0,3.0,3.0,Will you help me plan?
Ses01M_impro04_F000,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F000.wav,neutral,neu,Ses01F,1,9.0256,11.695,2.669,2.5,2.5,3.5,You seem kind of down.
Ses01M_impro04_F002,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F002.wav,neutral,neu,Ses01F,1,21.3952,23.2492,1.854,2.5,2.5,3.0,What do you mean?
Ses01M_impro04_F003,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F003.wav,neutral,neu,Ses01F,1,31.256,34.4725,3.216,2.5,2.0,3.0,There's a lot of people looking for jobs.
Ses01M_impro04_F004,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F004.wav,neutral,neu,Ses01F,1,47.75,50.5,2.75,2.5,2.5,2.5,"I don't know, I mean, I just don't think..."
Ses01M_impro04_F005,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F005.wav,neutral,neu,Ses01F,1,63.33,66.63,3.3,3.0,2.0,2.5,Did you ever think it might be your attitude that's...
Ses01M_impro04_F006,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F006.wav,neutral,neu,Ses01F,1,67.45,74.04,6.59,2.5,2.0,3.0,"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--"
Ses01M_impro04_F007,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F007.wav,neutral,neu,Ses01F,1,74.21,77.53,3.32,3.0,3.0,2.5,...has anyone ever just said anything like that to you before?
Ses01M_impro04_F008,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F008.wav,neutral,neu,Ses01F,1,84.99,87.2706,2.281,3.0,3.5,3.0,"Right, sure."
Ses01M_impro04_F009,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F009.wav,neutral,neu,Ses01F,1,87.29,91.63,4.34,2.5,2.5,3.5,"But I mean you kind of got to, you got to fake it 'til you feel it, right?"
Ses01M_impro04_F010,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F010.wav,neutral,neu,Ses01F,1,95.19,103.235,8.045,2.5,3.0,3.5,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.
Ses01M_impro04_F011,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F011.wav,neutral,neu,Ses01F,1,104.73,116.885,12.155,2.5,3.5,3.5,No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.
Ses01M_impro04_F012,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F012.wav,neutral,neu,Ses01F,1,118.0,119.79,1.79,2.5,3.0,3.5,No.
Ses01M_impro04_F013,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F013.wav,neutral,neu,Ses01F,1,120.22,125.24,5.02,2.5,3.0,2.5,"Well, you know a little.  If you were to listen to--"
Ses01M_impro04_F014,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F014.wav,neutral,neu,Ses01F,1,128.79,131.74,2.95,3.0,2.5,3.5,I just don't want you to fly off the handle.
Ses01M_impro04_F015,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F015.wav,neutral,neu,Ses01F,1,135.94,138.22,2.28,3.0,2.5,2.5,You kind of have a short fuse.
Ses01M_impro04_F016,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F016.wav,neutral,neu,Ses01F,1,138.5,139.99,1.49,2.5,2.5,2.5,Yeah.
Ses01M_impro04_F017,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F017.wav,neutral,neu,Ses01F,1,141.06,145.04,3.98,3.0,3.0,2.5,"Like this, right now we're trying have a conversation."
Ses01M_impro04_F018,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F018.wav,neutral,neu,Ses01F,1,145.21,153.05,7.84,2.5,3.5,3.5,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.
Ses01M_impro04_F019,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F019.wav,neutral,neu,Ses01F,1,153.75,157.795,4.045,2.5,3.0,4.0,I can't finish the sentence with you without you jumping in...
Ses01M_impro04_F020,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F020.wav,neutral,neu,Ses01F,1,157.97,160.35,2.38,2.5,3.0,3.5,...and you're always right.
Ses01M_impro04_F021,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F021.wav,neutral,neu,Ses01F,1,162.17,164.99,2.82,3.5,2.5,3.0,You have an excuse for everything.
Ses01M_impro04_F022,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F022.wav,neutral,neu,Ses01F,1,166.29,172.94,6.65,3.0,3.0,3.5,I'm just saying that maybe you should take in some information before you produce more of your own.
Ses01M_impro04_F023,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F023.wav,neutral,neu,Ses01F,1,178.1672,181.0057,2.838,4.0,3.5,3.0,[BREATHING]
Ses01M_impro04_F025,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F025.wav,neutral,neu,Ses01F,1,186.3825,189.6225,3.24,3.0,3.5,3.0,"Well, what kind of field are you looking to go into?"
Ses01M_impro04_M014,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M014.wav,angry,ang,Ses01M,1,119.31,120.59,1.28,2.5,2.5,2.5,What?
Ses01M_impro04_M018,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M018.wav,angry,ang,Ses01M,1,139.46,147.2,7.74,1.5,5.0,4.5,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it."
Ses01M_impro04_M023,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M023.wav,angry,ang,Ses01M,1,172.34,178.643,6.303,2.0,4.5,5.0,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.
Ses01M_impro04_M025,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M025.wav,neutral,neu,Ses01M,1,189.3,190.8275,1.527,4.5,4.5,1.0,That's it.
Ses01M_impro05_F000,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F000.wav,neutral,neu,Ses01F,1,2.2687,4.32,2.051,3.0,3.0,3.0,Can I help you?
Ses01M_impro05_F001,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F001.wav,neutral,neu,Ses01F,1,7.23,9.88,2.65,3.0,2.5,3.5,I need a little more information.
Ses01M_impro05_F002,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F002.wav,neutral,neu,Ses01F,1,10.1725,13.7,3.527,3.0,2.5,3.5,What- What flight did you come in on?
Ses01M_impro05_F003,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F003.wav,neutral,neu,Ses01F,1,15.125,16.415,1.29,3.0,3.5,2.5,Georgia?
Ses01M_impro05_F004,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F004.wav,neutral,neu,Ses01F,1,17.97,22.03,4.06,3.0,3.0,3.5,"There's no need for you to raise your voice, sir."
Ses01M_impro05_F005,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F005.wav,neutral,neu,Ses01F,1,22.2,25.06,2.86,2.5,2.5,3.0,I've been college educated.
Ses01M_impro05_F006,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F006.wav,neutral,neu,Ses01F,1,25.1125,27.86,2.747,2.5,2.5,3.0,I speak your language.
Ses01M_impro05_F007,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F007.wav,neutral,neu,Ses01F,1,30.5125,33.31,2.798,2.5,2.0,3.0,I'm just saying you don't need to talk to me like I-
Ses01M_impro05_F011,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F011.wav,neutral,neu,Ses01F,1,45.67,49.92,4.25,3.5,3.0,3.5,"Details, Details.  Well, anyhow can I--"
Ses01M_impro05_F012,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F012.wav,neutral,neu,Ses01F,1,49.92,52.31,2.39,3.0,3.5,3.5,so you flew in from Atlanta...
Ses01M_impro05_F013,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F013.wav,neutral,neu,Ses01F,1,53.7075,56.24,2.532,3.0,2.5,3.5,Four...Four hours ago.
Ses01M_impro05_F014,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F014.wav,neutral,neu,Ses01F,1,58.5,60.23,1.73,3.0,2.5,3.0,Do you have any i-?
Ses01M_impro05_F015,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F015.wav,neutral,neu,Ses01F,1,61.48,67.48,6.0,2.5,3.5,4.0,I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.
Ses01M_impro05_F016,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F016.wav,neutral,neu,Ses01F,1,67.51,73.25,5.74,2.5,3.0,4.0,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.
Ses01M_impro05_F017,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F017.wav,neutral,neu,Ses01F,1,91.41,100.24,8.83,2.5,3.0,3.0,"I have some unfortunate news, uh, that your bag isn't going to be--"
Ses01M_impro05_F018,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F018.wav,neutral,neu,Ses01F,1,100.24,102.86,2.62,3.0,3.0,3.5,--arriving any time soon.
Ses01M_impro05_F019,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F019.wav,neutral,neu,Ses01F,1,102.92,106.17,3.25,2.0,4.0,4.0,I'm really sorry to tell you this but...
Ses01M_impro05_F020,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F020.wav,neutral,neu,Ses01F,1,107.93,114.19,6.26,3.5,3.5,4.0,It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...
Ses01M_impro05_F021,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F021.wav,neutral,neu,Ses01F,1,114.19,115.47,1.28,3.0,2.5,3.0,...and your future...
Ses01M_impro05_F022,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F022.wav,neutral,neu,Ses01F,1,117.22,118.7,1.48,3.0,2.5,3.0,No.
Ses01M_impro05_F023,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F023.wav,neutral,neu,Ses01F,1,119.6225,121.23,1.608,3.0,2.5,3.0,Yes.
Ses01M_impro05_F024,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F024.wav,neutral,neu,Ses01F,1,125.2,127.13,1.93,3.0,3.0,3.5,We've actually...
Ses01M_impro05_F025,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F025.wav,neutral,neu,Ses01F,1,129.24,133.83,4.59,3.0,3.0,3.0,They do as matter of fact.  We don't like to publicize it because
Ses01M_impro05_F026,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F026.wav,neutral,neu,Ses01F,1,133.83,136.87,3.04,3.0,2.0,3.0,people wouldn't Fly our airline.
Ses01M_impro05_F027,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F027.wav,neutral,neu,Ses01F,1,142.65,144.12,1.47,3.0,2.5,2.5,What was that?
Ses01M_impro05_F028,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F028.wav,neutral,neu,Ses01F,1,148.72,150.76,2.04,2.5,2.0,3.0,That's unfortunate.
Ses01M_impro05_F029,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F029.wav,neutral,neu,Ses01F,1,155.57,157.29,1.72,2.5,2.5,2.5,That's too bad.
Ses01M_impro05_F030,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F030.wav,neutral,neu,Ses01F,1,158.87,160.93,2.06,2.5,2.5,3.5,I wish I could give it to you.
Ses01M_impro05_F031,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F031.wav,neutral,neu,Ses01F,1,161.34,162.59,1.25,2.5,3.0,2.5,I wish I-
Ses01M_impro05_F032,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F032.wav,neutral,neu,Ses01F,1,163.69,166.1,2.41,2.0,2.5,3.5,That's not - no.
Ses01M_impro05_F033,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F033.wav,neutral,neu,Ses01F,1,166.37,167.6,1.23,3.0,2.5,3.0,No.
Ses01M_impro05_F034,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F034.wav,neutral,neu,Ses01F,1,173.09,178.46,5.37,2.0,3.5,3.5,We have plenty of aggressive searching going on it's not there.  Someone's taken it.
Ses01M_impro05_M004,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M004.wav,angry,ang,Ses01M,1,26.1923,31.08,4.888,1.5,4.0,4.5,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?
Ses01M_impro05_M005,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M005.wav,angry,ang,Ses01M,1,31.78,34.83,3.05,1.0,4.5,5.0,"Listen, shut your smug mouth, okay?  I don't need that."
Ses01M_impro05_M006,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M006.wav,angry,ang,Ses01M,1,34.85,37.67,2.82,1.0,4.5,5.0,I've been sitting here for four hours.
Ses01M_impro05_M007,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M007.wav,angry,ang,Ses01M,1,37.715,41.47,3.755,1.0,4.5,4.5,You people have just been tossing me around like a used hanky.
Ses01M_impro05_M008,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M008.wav,angry,ang,Ses01M,1,42.835,46.02,3.185,1.0,4.0,5.0,You work here.
Ses01M_impro05_M015,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M015.wav,neutral,neu,Ses01M,1,105.39,107.46,2.07,2.5,2.0,3.0,Okay.
Ses01M_impro05_M020,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M020.wav,angry,ang,Ses01M,1,134.9988,137.5,2.501,2.0,3.0,3.5,Probably people that work for your company huh?
Ses01M_impro05_M021,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M021.wav,angry,ang,Ses01M,1,137.5,143.35,5.85,1.5,4.0,4.5,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?
Ses01M_impro05_M022,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M022.wav,angry,ang,Ses01M,1,143.52,149.35,5.83,1.5,4.0,4.5,My computer which has all of my data which I'm collecting right now.
Ses01M_impro05_M023,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M023.wav,angry,ang,Ses01M,1,149.88,156.39,6.51,1.0,3.5,5.0,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.
Ses01M_impro05_M024,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M024.wav,angry,ang,Ses01M,1,156.46,159.96,3.5,1.5,4.0,4.5,"Fifty dollars is not going to cover me for my job, okay?"
Ses01M_impro05_M025,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M025.wav,angry,ang,Ses01M,1,160.02,167.01,6.99,2.0,4.5,4.0,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.
Ses01M_impro05_M026,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M026.wav,angry,ang,Ses01M,1,167.01,173.73,6.72,1.5,5.0,4.5,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.
Ses01M_impro05_M027,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M027.wav,angry,ang,Ses01M,1,175.2775,181.46,6.183,1.5,4.0,4.0,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes."
Ses01M_impro05_M028,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M028.wav,angry,ang,Ses01M,1,181.495,186.82,5.325,1.5,4.5,4.5,I know what you guys do when you're not working you're union people; you just sit around on your ass.
Ses01M_impro05_M031,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M031.wav,angry,ang,Ses01M,1,201.2825,203.71,2.428,1.0,5.0,4.5,Thank you very much.
Ses01M_impro06_F000,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F000.wav,neutral,neu,Ses01F,1,10.0955,12.68,2.585,3.0,2.5,2.0,You okay?
Ses01M_impro06_F001,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F001.wav,neutral,neu,Ses01F,1,23.26,26.3875,3.127,3.0,2.0,2.5,What's happened?
Ses01M_impro06_F002,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F002.wav,neutral,neu,Ses01F,1,39.43,41.75,2.32,3.0,2.0,2.5,You don't have to if you don't want to.
Ses01M_impro06_F003,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F003.wav,sad,sad,Ses01F,1,61.86,64.65,2.79,2.5,2.0,2.5,I'm sorry to hear that.
Ses01M_impro06_F004,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F004.wav,sad,sad,Ses01F,1,67.277,70.12,2.843,2.5,2.0,2.0,You've been taking care of it all?
Ses01M_impro06_F005,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F005.wav,sad,sad,Ses01F,1,70.205,72.2704,2.065,2.5,2.0,3.5,Oh Jesus.
Ses01M_impro06_F006,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F006.wav,sad,sad,Ses01F,1,76.5016,79.03,2.528,3.0,2.0,2.5,He sick for awhile?
Ses01M_impro06_F007,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F007.wav,neutral,neu,Ses01F,1,87.2562,89.47,2.214,3.0,2.0,3.0,Was it an accident?
Ses01M_impro06_F008,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F008.wav,neutral,neu,Ses01F,1,94.62,96.52,1.9,2.5,2.0,2.5,how was sick?
Ses01M_impro06_F009,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F009.wav,neutral,neu,Ses01F,1,97.45,101.42,3.97,2.5,3.0,3.0,"Well, I'm confused.  He was sick or it was an accident?"
Ses01M_impro06_F010,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F010.wav,neutral,neu,Ses01F,1,101.5,105.8675,4.368,2.5,3.0,3.0,Oh. Really fast? Oh.
Ses01M_impro06_F011,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F011.wav,neutral,neu,Ses01F,1,107.02,108.56,1.54,2.5,2.0,2.5,Yeah.
Ses01M_impro06_F012,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F012.wav,neutral,neu,Ses01F,1,112.615,113.9775,1.363,2.5,2.5,2.5,Yeah.
Ses01M_impro06_F013,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F013.wav,neutral,neu,Ses01F,1,117.85,120.8,2.95,2.5,3.0,3.0,"Totally, yeah."
Ses01M_impro06_F014,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F014.wav,neutral,neu,Ses01F,1,131.1825,132.555,1.373,3.0,2.5,2.5,Mmhmm.
Ses01M_impro06_F015,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F015.wav,neutral,neu,Ses01F,1,143.9425,145.16,1.218,3.0,2.5,2.5,Lock
Ses01M_impro06_F016,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F016.wav,neutral,neu,Ses01F,1,145.94,147.78,1.84,3.0,2.0,2.5,Mmhmm.
Ses01M_impro06_F017,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F017.wav,neutral,neu,Ses01F,1,148.265,150.71,2.445,2.5,3.0,3.0,The plans you make [GARBAGE].
Ses01M_impro06_F018,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F018.wav,neutral,neu,Ses01F,1,157.23,159.57,2.34,2.5,3.0,3.0,It leaves a hole for you too.
Ses01M_impro06_F019,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F019.wav,neutral,neu,Ses01F,1,159.75,163.9425,4.192,3.0,2.5,3.0,"It leaves a hole for you too, in your plans together."
Ses01M_impro06_F020,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F020.wav,neutral,neu,Ses01F,1,178.3706,181.43,3.059,2.5,2.5,3.5,It gets better.
Ses01M_impro06_F021,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F021.wav,neutral,neu,Ses01F,1,184.26,186.2647,2.005,2.5,2.0,2.5,Mmhmm.
Ses01M_impro06_F022,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F022.wav,neutral,neu,Ses01F,1,188.97,190.92,1.95,2.5,2.0,2.5,MMhmm.
Ses01M_impro06_F023,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F023.wav,neutral,neu,Ses01F,1,197.06,199.05,1.99,3.0,2.0,2.5,Mmhmm.
Ses01M_impro06_F024,/Users/abish/Downloads/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F024.wav,neutral,neu,Ses01F,1,200.3676,203.16,2.792,3.0,2.0,3.0,How long did you know each other?
